input;output;description;hook;Structure
{"NPCs": {"Brynjolf": {"Name": "Brynjolf", "NamePossessive": "Brynjolf's", "Role": "Thief", "Faction": "ThievesGuild", "CurrentLocation": "Riften", "OwnedItems": {"ElvenDagger": 1, "Septim": 1000, "Lockpick": 15}, "Relations": [{"Target": "Dragonborn", "Favorability": 30}, {"Target": "ThievesGuild", "Favorability": 50}, {"Target": "Karliah", "Favorability": 30}]}, "MercerFrey": {"Name": "Mercer Frey", "NamePossessive": "Mercer Frey's", "Role": "Thief", "Faction": "ThievesGuild", "CurrentLocation": "Riften", "OwnedItems": {"ElvenDagger": 1, "Septim": 5000}, "Relations": [{"Target": "Dragonborn", "Favorability": -50}, {"Target": "ThievesGuild", "Favorability": -50}, {"Target": "Karliah", "Favorability": -50}]}, "Karliah": {"Name": "Karliah", "NamePossessive": "Karliah's", "Role": "Thief", "Faction": "ThievesGuild", "Relations": [{"Target": "MercerFrey", "Favorability": -50}]}}, "Factions": {"ThievesGuild": {"Name": "Thieves Guild", "Relations": [{"Target": "Dragonborn", "Favorability": 30}]}}, "Locations": {"Riften": {"Name": "Riften"}}};{"Quest": {"Name": "The Traitor's End", "Giver": "Brynjolf", "Actions": ["goto Irkngthand", "kill MercerFrey", "goto Riften", "report Brynjolf"]}};Mercer Frey is a blight on the Thieves Guild. He stole from Nocturnal herself and betrayed everyone. Brynjolf and Karliah have tracked him to the Dwarven ruins of Irkngthand. It's time for Guild justice.;"Lad/Lass, it's time. Frey is holed up in some old Dwarven ruins out west. He's stolen everything from us... our gold, our luck, our honor. End him. Bring back proof, and you'll be a hero in the Ratway.";KillEnemies
{"NPCs": {"Vidrald": {"Name": "Vidrald", "NamePossessive": "Vidrald's", "Role": "Farmer", "CurrentLocation": "Whiterun", "OwnedItems": {"Septim": 25, "Cabbage": 2}, "Relations": [{"Target": "Dragonborn", "Favorability": 5}]}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}, "Enemies": {"FrostbiteSpider": {"Name": "Frostbite Spider", "NamePlural": "Frostbite Spiders", "Loot": ["VenisonChop"]}}};{"Quest": {"Name": "Spider Scare", "Giver": "Vidrald", "Actions": ["goto WhiterunOutskirts", "damage FrostbiteSpider", "goto Whiterun", "report Vidrald"]}};Vidrald saw a huge Frostbite Spider near his woodpile and is now too scared to go chop firewood. He needs you to kill the thing so he can get back to work.;"By the Eight, it was bigger than my dog! Hairy legs, eyes everywhere! It's sitting on my woodpile. Please, can you kill it? I can't work with that thing out there!";AttackThreateningEntities
{"NPCs": {"DelvinMallory": {"Name": "Delvin Mallory", "NamePossessive": "Delvin Mallory's", "Role": "Thief", "Faction": "ThievesGuild", "CurrentLocation": "Riften", "OwnedItems": {"Lockpick": 20, "Septim": 500}, "Relations": [{"Target": "Dragonborn", "Favorability": 30}]}, "Mikael": {"Name": "Mikael", "NamePossessive": "Mikael's", "Role": "Bard", "CurrentLocation": "Whiterun", "OwnedItems": {"HoneyNutTreat": 2, "ArgonianAle": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": -5}]}}, "Items": {"BlackBriarMead": {"Type": "Food", "Name": "Black-Briar Mead", "NameSingular": "Black-Briar Mead"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}, "Riften": {"Name": "Riften"}}};{"Quest": {"Name": "The Black-Briar Vintage", "Giver": "DelvinMallory", "Actions": ["goto Whiterun", "stealth Mikael", "take BlackBriarMead", "goto Riften", "give BlackBriarMead to DelvinMallory"]}};Delvin had a rare bottle of Black-Briar Reserve shipped to Whiterun, but the courier says he delivered it to "the bard." The bard, Mikael, is now claiming he never got it. Delvin knows he's lying and wants his mead back.;"That bottle's worth more than his lute. The courier confirmed delivery, so that minstrel is either a liar or a drunk. I'm betting both. Find it and bring it back to me.";RecoverStolenItem
{"Factions": {"ThievesGuild": {"Name": "Thieves Guild", "NameDefinitiveCaps": "The Thieves Guild", "DefaultLocation": "Riften", "Relations": [{"Target": "Dragonborn", "Favorability": 30}], "Members": ["Brynjolf", "Vex", "DelvinMallory", "Karliah", "MercerFrey"]}}, "Locations": {"Riften": {"Name": "Riften"}}};{"Quest": {"Name": "The Honningbrew Defense", "Giver": "ThievesGuild", "Actions": ["goto HonningbrewMeadery", "defend MallusMaccius"]}};The Thieves Guild has a vested interest in keeping the Honningbrew Meadery's distribution flowing... for 'business' reasons. A rival group of thugs is threatening the steward, Mallus. The Guild wants you to stand guard and ensure he stays... cooperative and breathing.;"We've got an arrangement with the steward out at Honningbrew. Some freelance muscle is trying to shake him down, which is *our* job. Go out there and make sure he doesn't get any bruises that aren't from us.";GuardEntity
{"NPCs": {"Torvar": {"Name": "Torvar", "NamePossessive": "Torvar's", "Role": "Warrior", "Faction": "TheCompanions", "CurrentLocation": "Whiterun", "OwnedItems": {"IronSword": 1, "ArgonianAle": 3}, "Relations": [{"Target": "Dragonborn", "Favorability": 5}]}, "Sinmir": {"Name": "Sinmir", "NamePossessive": "Sinmir's", "Role": "BountyHunter", "CurrentLocation": "Whiterun", "OwnedItems": {"IronSword": 1, "Septim": 30}, "Relations": [{"Target": "Dragonborn", "Favorability": 0}]}}, "Items": {"ArgonianAle": {"Type": "Food", "Name": "Argonian Ale"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "A Punch for a Punch", "Giver": "Torvar", "Actions": ["goto Whiterun", "damage Sinmir"]}};Torvar lost a bet to Sinmir and the man hasn't stopped gloating about it at the Bannered Mare. Torvar can't fight him again without looking like a sore loser, but he wouldn't mind if *someone else* gave Sinmir a black eye.;"See that guy? He beat me at arm wrestling *one time* and now he tells everyone I have 'milk-drinker's wrists.' I can't hit him. But you're not me. Go give him a reason to shut up.";AttackEnemy
{"NPCs": {"Tolfdir": {"Name": "Tolfdir", "NamePossessive": "Tolfdir's", "Role": "Wizard", "Faction": "CollegeOfWinterhold", "CurrentLocation": "Winterhold", "OwnedItems": {"HealthPotion": 3, "Garlic": 5}, "Relations": [{"Target": "Dragonborn", "Favorability": 15}]}, "Ancano": {"Name": "Ancano", "NamePossessive": "Ancano's", "Species": "Elf", "Role": "Wizard", "Faction": "CollegeOfWinterhold", "CurrentLocation": "Winterhold", "OwnedItems": {"ElderScroll": 1, "Septim": 100}, "Relations": [{"Target": "Dragonborn", "Favorability": -30}]}}, "Items": {"Garlic": {"Type": "Ingredient", "Name": "Garlic", "NameSingular": "Garlic"}}, "Locations": {"Winterhold": {"Name": "Winterhold"}}};{"Quest": {"Name": "Rare Reagents", "Giver": "Tolfdir", "Actions": ["goto Winterhold", "stealth Ancano", "take Garlic", "goto Winterhold", "give Garlic to Tolfdir"]}};Tolfdir needs a rare strain of magically-infused garlic for a ward experiment. He knows Ancano has a private stash he uses for his own Thalmor research, but Ancano refuses to share. Tolfdir turns a blind eye if you were to 'acquire' a few bulbs.;"Ancano hoards ingredients like a dragon hoards gold. He has a specific type of garlic that I need for my research. I can't ask him for it... it would be... politically complicated. If a few bulbs were to go missing, I would be very grateful.";StealStuff
{"Factions": {"TheCompanions": {"Name": "The Companions", "NameDefinitiveCaps": "The Companions", "DefaultLocation": "Whiterun", "Relations": [{"Target": "Dragonborn", "Favorability": 15}], "Members": ["KodlakWhitemane", "AelaTheHuntress", "Farkas", "Vilkas", "Skjor"]}}, "NPCs": {"AelaTheHuntress": {"Name": "Aela the Huntress", "NamePossessive": "Aela the Huntress's", "Role": "Warrior", "Faction": "TheCompanions", "CurrentLocation": "Whiterun", "OwnedItems": {"OrcishBow": 1, "SteelArmor": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": 15}]}}, "Enemies": {"Hagraven": {"Name": "Hagraven", "NamePlural": "Hagravens", "Loot": ["BlueMountainFlower", "SaltPile"]}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "The Hagraven's Coven", "Giver": "TheCompanions", "Actions": ["goto OrphanRock", "kill Hagraven", "goto Whiterun", "report AelaTheHuntress"]}};A coven of Hagravens has taken up residence at Orphan Rock and is performing dark rituals that corrupt the land. Aela wants their matriarch dead to break the coven's power.;"Those foul bird-women are poisoning the land with their magic. We've tracked their leader to Orphan Rock. This is a true hunter's challenge. Bring me her feathered head.";KillEnemies
{"NPCs": {"AlfhildBattleBorn": {"Name": "Alfhild Battle-Born", "NamePossessive": "Alfhild Battle-Born's", "Role": "Merchant", "Faction": "ImperialLegion", "CurrentLocation": "Whiterun", "OwnedItems": {"Septim": 150, "Garnet": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": 0}]}}, "Locations": {"Riverwood": {"Name": "Riverwood", "Enemies": ["Wolf", "Mudcrab"], "Resources": ["WoodcuttersAxe", "BlueMountainFlower", "VenisonChop"]}, "Whiterun": {"Name": "Whiterun"}}, "Enemies": {"Wolf": {"Name": "Wolf", "NamePlural": "Wolves", "Loot": []}}};{"Quest": {"Name": "Riverwood's Wolf Problem", "Giver": "AlfhildBattleBorn", "Actions": ["goto Riverwood", "damage Wolf", "goto Whiterun", "report AlfhildBattleBorn"]}};Alfhild Battle-Born owns a small supply chain through Riverwood. Her latest shipment was delayed because the drivers were scared off by a pack of aggressive wolves. She wants you to thin the pack's numbers.;"It's just wolves, but they're scaring my workers. A few well-placed arrows or sword swings should send the rest of the pack running for the hills.";AttackThreateningEntities
{"NPCs": {"Vex": {"Name": "Vex", "NamePossessive": "Vex's", "Role": "Thief", "Faction": "ThievesGuild", "CurrentLocation": "Riften", "OwnedItems": {"Lockpick": 30, "ElvenDagger": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": 30}]}}, "Items": {"FlawlessSapphire": {"Type": "Artifact", "Name": "Flawless Sapphire", "NameSingular": "Flawless Sapphire"}}, "Locations": {"Riften": {"Name": "Riften"}}};{"Quest": {"Name": "The Sapphire's Secret", "Giver": "Sapphire", "Actions": ["goto Riften", "stealth Vex", "take FlawlessSapphire", "goto Riften", "give FlawlessSapphire to Sapphire"]}};Sapphire, a member of the Thieves Guild, had a specific Flawless Sapphire that belonged to her mother. She recently noticed it's missing from her stash and suspects Vex took it as payment for a lost bet. She wants it back, but can't be seen stealing from a fellow Guild member.;"That gem is all I have left of my past. Vex took it because I was short on a cut. It's worth more than gold. Get it back for me, and I'll make it worth your while. Just... don't let Vex know it was me asking.";RecoverStolenItem
{"Factions": {"CollegeOfWinterhold": {"Name": "College of Winterhold", "NameDefinitiveCaps": "The College of Winterhold", "DefaultLocation": "Winterhold", "Relations": [{"Target": "Dragonborn", "Favorability": 5}], "Members": ["SavosAren", "MirabelleErvine", "Tolfdir", "Ancano", "Jzargo", "BrelynaMaryon", "Onmund"]}}, "NPCs": {"BrelynaMaryon": {"Name": "Brelyna Maryon", "NamePossessive": "Brelyna Maryon's", "Species": "Elf", "Role": "Wizard", "Faction": "CollegeOfWinterhold", "CurrentLocation": "Winterhold", "OwnedItems": {"SaltPile": 5, "Garlic": 3}, "Relations": [{"Target": "Dragonborn", "Favorability": 15}]}}, "Locations": {"Winterhold": {"Name": "Winterhold"}}};{"Quest": {"Name": "The Apprentice's Ward", "Giver": "CollegeOfWinterhold", "Actions": ["goto Winterhold", "defend BrelynaMaryon"]}};Brelyna Maryon is experimenting with a dangerous new spell and is worried about 'accidental discharges' of magical energy that could attract unwanted attention from Ice Wraiths or magical anomalies in the town. The College wants someone to watch over her experiment and keep her safe.;"Brelyna is attempting a complex alteration spell. It's... volatile. We just need someone to stand by with a sword in case things go... sideways. She's a talented mage, but a bit clumsy.";GuardEntity
{"NPCs": {"Saadia": {"Name": "Saadia", "NamePossessive": "Saadia's", "Role": "Innkeeper", "CurrentLocation": "Whiterun", "OwnedItems": {"Septim": 75, "HealthPotion": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": 5}]}, "Nazeem": {"Name": "Nazeem", "NamePossessive": "Nazeem's", "Role": "Merchant", "CurrentLocation": "Whiterun", "OwnedItems": {"Septim": 1000, "FlawlessSapphire": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": -15}]}}, "Items": {"ArgonianAle": {"Type": "Food", "Name": "Argonian Ale"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "Nosey Nazeem", "Giver": "Saadia", "Actions": ["goto Whiterun", "damage Nazeem"]}};Nazeem has been asking too many questions about Saadia's past and where she gets her "exotic" merchandise. She's worried he might bring unwanted attention from Hammerfell or the Thalmor. She wants you to give him a clear, physical warning to mind his own business.;"That man is a snake. He's prying into things that don't concern him. I can't have him talking to the wrong people. Give him a few good reasons to keep his mouth shut and his nose out of my affairs.";AttackEnemy
{"Items": {"SilverRing": {"Type": "Artifact", "Name": "Silver Ring", "NameSingular": "Silver Ring"}, "BlackBriarMead": {"Type": "Food", "Name": "Black-Briar Mead"}}};{"Quest": {"Name": "The Honningbrew Decanter", "Giver": "MallusMaccius", "Actions": ["goto HonningbrewMeadery", "stealth Sabjorn", "take SilverRing", "goto HonningbrewMeadery", "give SilverRing to MallusMaccius"]}};Mallus Maccius wants to take over the Honningbrew Meadery from the insufferable Sabjorn. He knows Sabjorn has a prized Silver Ring he uses to seal important documents. He wants you to steal it so he can forge a few letters and ruin Sabjorn's reputation.;"Sabjorn is an idiot, but he's a paranoid idiot. He seals his letters with a ring he wears on a chain. I need that ring for an hour. Get it for me, and the Meadery will have new management soon.";StealStuff
{"NPCs": {"Astrid": {"Name": "Astrid", "NamePossessive": "Astrid's", "Role": "Assassin", "Faction": "DarkBrotherhood", "CurrentLocation": "Falkreath", "OwnedItems": {"ElvenDagger": 1, "Lockpick": 10, "Septim": 500}, "Relations": [{"Target": "Dragonborn", "Favorability": 15}, {"Target": "DarkBrotherhood", "Favorability": 50}]}}, "Factions": {"DarkBrotherhood": {"Name": "Dark Brotherhood", "NameDefinitiveCaps": "The Dark Brotherhood", "DefaultLocation": "Falkreath", "Relations": [{"Target": "Dragonborn", "Favorability": 15}], "Members": ["Astrid", "Arnbjorn", "Babette", "Cicero"]}}, "Locations": {"Solitude": {"Name": "Solitude"}}};{"Quest": {"Name": "The Emperor's Shadow", "Giver": "Astrid", "Actions": ["goto Solitude", "kill CommanderMaro", "goto Falkreath", "report Astrid"]}};The Dark Brotherhood has a contract on a high-profile target: Commander Maro, head of the Emperor's security in Skyrim. It's a nearly impossible task, but Astrid wants to test your loyalty and skill by having you kill the most protected man in Solitude.;"The Aretino boy has stirred the pot. The Night Mother speaks of an Emperor, but first, we must remove his eyes. Commander Maro is in Solitude. Kill him. This is the Black Sacrament. Do not fail us.";KillEnemies
{"Locations": {"ThroatOfTheWorld": {"Name": "Throat of the World", "NameDefinitive": "the Throat of the World", "NameDefinitiveCaps": "The Throat of the World", "Enemies": ["Troll", "IceWraith"], "Resources": ["ElderScroll", "HealthPotion"]}}, "Enemies": {"Troll": {"Name": "Troll", "NamePlural": "Trolls", "Loot": ["VenisonChop"]}}, "Items": {"HealthPotion": {"Type": "Potion", "Name": "Health Potion"}}};{"Quest": {"Name": "Clearing the Path to the Throat", "Giver": "Klimmek", "Actions": ["goto ThroatOfTheWorld", "damage Troll", "goto Ivarstead", "report Klimmek"]}};Klimmek of Ivarstead usually makes the trek up the 7,000 Steps to deliver supplies to the Greybeards. Recently, a vicious Troll has moved onto the path, making the journey far too dangerous. He needs someone to drive it off or kill it.;"I've made that climb a thousand times, but there's a Troll up there now that looks like it wants to make me its next meal. I can pay you if you can get rid of it. The Greybeards need their supplies.";AttackThreateningEntities
{"NPCs": {"LarsBattleBorn": {"Name": "Lars Battle-Born", "NamePossessive": "Lars Battle-Born's", "Role": "Farmer", "Faction": "ImperialLegion", "CurrentLocation": "Whiterun", "OwnedItems": {"WoodcuttersAxe": 1, "Firewood": 5}, "Relations": [{"Target": "Dragonborn", "Favorability": 5}, {"Target": "AvulsteinGrayMane", "Favorability": -15}]}, "AvulsteinGrayMane": {"Name": "Avulstein Gray-Mane", "NamePossessive": "Avulstein Gray-Mane's", "Role": "Warrior", "Faction": "Stormcloaks", "CurrentLocation": "Whiterun", "OwnedItems": {"IronSword": 1, "Lockpick": 3}, "Relations": [{"Target": "Dragonborn", "Favorability": 5}, {"Target": "BattleBorn", "Favorability": -30}]}}, "Items": {"WoodcuttersAxe": {"Type": "Tool", "Name": "Woodcutter's Axe", "NameSingular": "Woodcutter's Axe"}, "Firewood": {"Type": "Ingredient", "Name": "Firewood", "NameSingular": "Firewood"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "The Lost Axe", "Giver": "LarsBattleBorn", "Actions": ["goto Whiterun", "stealth AvulsteinGrayMane", "take WoodcuttersAxe", "goto Whiterun", "give WoodcuttersAxe to LarsBattleBorn"]}};Lars Battle-Born is a young man trying to earn coin by chopping wood, but his Woodcutter's Axe went missing. He's sure Avulstein Gray-Mane took it to spite his family. He's too timid to confront the Gray-Manes and just wants his axe back.;"I just want to work and stay out of this stupid feud. I know one of the Gray-Manes took my axe. I saw Avulstein smirking near the woodpile. Can you get it back? I can't chop wood with my hands.";RecoverStolenItem
{"Factions": {"ThievesGuild": {"Name": "Thieves Guild", "NameDefinitiveCaps": "The Thieves Guild", "DefaultLocation": "Riften", "Relations": [{"Target": "Dragonborn", "Favorability": 30}]}}, "Locations": {"Riften": {"Name": "Riften"}}, "Items": {"HealthPotion": {"Type": "Potion", "Name": "Health Potion"}}};{"Quest": {"Name": "The Alchemist's Bodyguard", "Giver": "ThievesGuild", "Actions": ["goto Riften", "defend Elgrim"]}};Elgrim's Elixirs is a front for the Guild's more lucrative poison trade. A rival dealer has threatened to 'shut down' Elgrim's operation. The Guild wants you to stand guard in the shop and rough up anyone who comes in looking for more than a Cure Disease potion.;"Elgrim's a valuable asset. Some street thug thinks he can move in on our territory. Stand in the shop for the day. If anyone looks like they're about to make trouble, you have our permission to make some of your own.";GuardEntity
{"NPCs": {"Mikael": {"Name": "Mikael", "NamePossessive": "Mikael's", "Role": "Bard", "CurrentLocation": "Whiterun", "OwnedItems": {"HoneyNutTreat": 2, "ArgonianAle": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": -5}, {"Target": "UthgerdTheUnbroken", "Favorability": -15}]}, "UthgerdTheUnbroken": {"Name": "Uthgerd the Unbroken", "NamePossessive": "Uthgerd the Unbroken's", "Role": "BountyHunter", "CurrentLocation": "Whiterun", "OwnedItems": {"SteelArmor": 1, "IronSword": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": 0}]}}, "Items": {"HoneyNutTreat": {"Type": "Food", "Name": "Honey Nut Treat", "NameSingular": "Honey Nut Treat"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "The Unbroken Brawler", "Giver": "Mikael", "Actions": ["goto Whiterun", "damage UthgerdTheUnbroken"]}};Mikael wants to write an epic ballad about a "mighty warrior woman," but Uthgerd the Unbroken just laughs at him when he asks for stories. He thinks if someone could actually beat her in a fistfight, she'd be more willing to share a tale over a few drinks.;"She's magnificent! But she won't give me the time of day. I think the only way she respects someone is if they can knock her on her backside. Go give her a good fight. She might actually talk to me after that.";AttackEnemy
{"NPCs": {"ProventusAvenicci": {"Name": "Proventus Avenicci", "NamePossessive": "Proventus Avenicci's", "Role": "Steward", "Faction": "ImperialLegion", "CurrentLocation": "Whiterun", "OwnedItems": {"Septim": 250, "SilverRing": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": 10}, {"Target": "BalgruufTheGreater", "Favorability": 30}]}, "BalgruufTheGreater": {"Name": "Balgruuf the Greater", "NamePossessive": "Balgruuf the Greater's", "Species": "Human", "Role": "Jarl", "CurrentLocation": "Whiterun", "OwnedItems": {"IronSword": 1, "Septim": 500}, "Relations": [{"Target": "Dragonborn", "Favorability": 15}]}}, "Items": {"GoldenClaw": {"Type": "Key", "Name": "Golden Claw", "NameSingular": "Golden Claw"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "The Jarl's Spare Key", "Giver": "ProventusAvenicci", "Actions": ["goto Whiterun", "stealth BalgruufTheGreater", "take GoldenClaw", "goto Whiterun", "give GoldenClaw to ProventusAvenicci"]}};Proventus Avenicci accidentally locked the Jarl's private war room from the inside and the main key is lost. He knows there's a spare key hidden in the Jarl's quarters, but it would be unseemly for the Steward to be seen rummaging through the Jarl's things. He asks you to retrieve it discreetly.;"This is a bit embarrassing. The war room is sealed, and the only spare key is in the Jarl's bedside table. I can't just walk in there. You, however, have a certain... flexibility. Just get the key and bring it to me.";StealStuff
{"Factions": {"ImperialLegion": {"Name": "Imperial Legion", "NameDefinitiveCaps": "The Imperial Legion", "DefaultLocation": "Solitude", "Relations": [{"Target": "Dragonborn", "Favorability": 15}, {"Target": "TheForsworn", "Favorability": -50}]}, "TheForsworn": {"Name": "The Forsworn", "Relations": [{"Target": "ImperialLegion", "Favorability": -50}]}}, "Locations": {"Markarth": {"Name": "Markarth", "Enemies": ["Falmer", "Chaurus"]}}, "Items": {"SteelArmor": {"Type": "Armor", "Name": "Steel Armor"}}};{"Quest": {"Name": "The Forsworn Leader", "Giver": "ImperialLegion", "Actions": ["goto DruadachRedoubt", "kill Madanach", "goto Markarth", "report Igmund"]}};The Forsworn are a constant threat to the Reach. The Imperial Legion, under pressure from Jarl Igmund, has placed a bounty on the head of Madanach, the "King in Rags." Killing him would cripple the Forsworn rebellion for years.;"Those savages answer to one man: Madanach. He's holed up in Druadach Redoubt. Kill him, and the Reach will have peace. The Empire will pay handsomely for his head.";KillEnemies
{"Locations": {"Solitude": {"Name": "Solitude", "Enemies": ["Wolf", "Bandit"], "Resources": ["Septim", "AmuletOfMara", "FlawlessSapphire"]}}, "Enemies": {"Skeever": {"Name": "Skeever", "NamePlural": "Skeevers", "Loot": []}}, "Items": {"ArgonianAle": {"Type": "Food", "Name": "Argonian Ale"}}};{"Quest": {"Name": "The Winking Skeever's Vermin", "Giver": "CorpulusVinia", "Actions": ["goto Solitude", "damage Skeever", "goto Solitude", "report CorpulusVinia"]}};Corpulus Vinia, the innkeeper of The Winking Skeever in Solitude, has a Skeever problem in his cellar. They're chewing through his best cheese wheels and scaring the maids. He needs someone to go down and bash a few rodent skulls.;"I run a clean establishment, but you wouldn't know it from the noise in the cellar. Damn Skeevers! I'll pay you for every tail you bring me. Just get them out of my cheese!";AttackThreateningEntities
{"NPCs": {"AdrianneAvenicci": {"Name": "Adrianne Avenicci", "NamePossessive": "Adrianne Avenicci's", "Role": "Blacksmith", "CurrentLocation": "Whiterun", "OwnedItems": {"IronSword": 3, "SteelArmor": 2, "IronIngot": 10, "LeatherStrips": 20}, "Relations": [{"Target": "Dragonborn", "Favorability": 5}]}, "Brenuin": {"Name": "Brenuin", "NamePossessive": "Brenuin's", "Role": "Beggar", "CurrentLocation": "Whiterun", "OwnedItems": {"Septim": 2, "ArgonianAle": 1}, "Relations": [{"Target": "Dragonborn", "Favorability": 15}]}}, "Items": {"IronIngot": {"Type": "Ingredient", "Name": "Iron Ingot", "NameSingular": "Iron Ingot", "IndefiniteArticle": "an"}, "IronSword": {"Type": "Weapon", "Name": "Iron Sword"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "The Missing Ingot", "Giver": "AdrianneAvenicci", "Actions": ["goto Whiterun", "stealth Brenuin", "take IronIngot", "goto Whiterun", "give IronIngot to AdrianneAvenicci"]}};Adrianne is missing a high-quality Iron Ingot from her forge. She suspects the beggar, Brenuin, might have snatched it while she was working to sell for a few septims. She doesn't want him punished, she just wants her ingot back.;"I swear I had five ingots here this morning. Now there are four. Brenuin was lingering around here looking for warmth. I know times are tough, but I need that ingot to finish this armor. Can you find it for me? Just... don't hurt him.";RecoverStolenItem
{"Factions": {"Stormcloaks": {"Name": "Stormcloaks", "NameDefinitiveCaps": "Stormcloaks", "DefaultLocation": "Windhelm", "Relations": [{"Target": "Dragonborn", "Favorability": -15}]}}, "Locations": {"Windhelm": {"Name": "Windhelm", "Enemies": ["IceWraith", "Bear"], "Resources": ["Firewood", "SaltPile", "IronIngot"]}}};{"Quest": {"Name": "The Dour Guard Captain", "Giver": "Stormcloaks", "Actions": ["goto Windhelm", "defend LonelyGale"]}};Captain Lonely-Gale, the surly guard captain of Windhelm, has received death threats from a Dunmer refugee he recently arrested. The Stormcloaks can't be seen overtly protecting a Nord from a Dark Elf without causing a race riot. They need you to shadow the Captain and ensure he stays safe.;"Lonely-Gale is a good Nord, but he's stepped on some grey-skin toes. We've heard whispers. Follow him tonight. If any Dunmer thugs try to jump him in the Gray Quarter, you have my blessing to shed some Mer blood.";GuardEntity
{"NPCs": {"FarengarSecretFire": {"Name": "Farengar Secret-Fire", "NamePossessive": "Farengar Secret-Fire's", "Role": "Wizard", "CurrentLocation": "Whiterun", "OwnedItems": {"HealthPotion": 5, "SaltPile": 10, "Garlic": 5}, "Relations": [{"Target": "Dragonborn", "Favorability": 15}]}}, "Items": {"HealthPotion": {"Type": "Potion", "Name": "Health Potion"}}, "Locations": {"Whiterun": {"Name": "Whiterun"}}};{"Quest": {"Name": "The Alchemist's Rival", "Giver": "Arcadia", "Actions": ["goto Whiterun", "damage FarengarSecretFire"]}};Arcadia's Cauldron is the premier alchemy shop in Whiterun, but Farengar Secret-Fire has been undercutting her business by selling potions on the side from Dragonsreach. She wants you to "accidentally" knock over his alchemy table or give him a good scare to keep him focused on his dusty old books.;"That court wizard is a menace to my business. He sells potions at cost just because he has access to the Jarl's supplies! It's not fair. Go... distract him. Break a few of his precious beakers. I don't care. Just get him out of my trade.";AttackEnemy
{"Locations": {"Solitude": {"Name": "Solitude", "Resources": ["Septim", "AmuletOfMara", "FlawlessSapphire"]}}, "Items": {"Lockpick": {"Type": "Tool", "Name": "Lockpick", "NameSingular": "Lockpick"}}};{"Quest": {"Name": "The Bard's College Prank", "Giver": "Jorn", "Actions": ["goto Solitude", "stealth IngeSixFingers", "take Flute", "goto Solitude", "give Flute to Jorn"]}};Jorn, a student at the Bard's College, is tired of the stern Dean Inge Six-Fingers. As a prank, he wants you to steal her prized flute and hide it for a day, just to see her panic. He'll return it later.;"She's so serious all the time! 'Jorn, your vibrato is flat!' I just want to see her smile for once... or at least panic. Her flute is in her quarters. Grab it for me. I'll put it back in a couple of days.";StealStuff
{"Factions": {"Dawnguard": {"Name": "Dawnguard", "NameDefinitiveCaps": "Dawnguard", "Relations": [{"Target": "Dragonborn", "Favorability": 15}, {"Target": "VolkiharClan", "Favorability": -50}]}, "VolkiharClan": {"Name": "Volkihar Clan", "Relations": [{"Target": "Dawnguard", "Favorability": -50}]}}, "Enemies": {"Vampire": {"Name": "Vampire", "NamePlural": "Vampires", "Loot": ["HealthPotion", "ElvenDagger"]}}, "Items": {"SteelArmor": {"Type": "Armor", "Name": "Steel Armor"}}};{"Quest": {"Name": "The Master Vampire", "Giver": "Dawnguard", "Actions": ["goto MovarthsLair", "kill Movarth", "goto FortDawnguard", "report Isran"]}};The Dawnguard has identified a major Vampire coven in Movarth's Lair, near Morthal. They need a capable hunter to infiltrate the lair and destroy the Master Vampire, Movarth Piquine.;"This isn't a few feral bloodsuckers. This is a Master Vampire. He's building an army. Get in that cave and put a stake through his black heart. We're counting on you.";KillEnemies
